reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
c0863408-9e92-49aa-8a72-878d6281fb34,Charlo Alfons,https://play-lh.googleusercontent.com/a-/ALV-UjUGk9qTt8M9sOLYqyj3XhqVordwp2xEntLRtplM4awVWG7pbZpSYQ,"kredivo sangat membantu saya dalam memesan tiket pesawat, beli listik, beli pulsa, dan kuota. terima kasih kredivo",5,0,4.7.0,2025-10-08 04:50:27,"Hi Kak Charlo,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 05:03:45,4.7.0
045205e0-dc2b-4c41-ac41-fc4cc77d654c,Rozak Rafsajaya007,https://play-lh.googleusercontent.com/a-/ALV-UjXWVq3gvpTnSS1GH-HNLPEYpl1Yp3y7hk-QF6O4VoL-yrI3r5iRTw,semoga kredivo bisa memberikan yg terbaik buat saya aminnn,5,0,4.7.0,2025-10-08 04:41:05,"Hi Kak Rozak,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 05:03:42,4.7.0
9db1e840-8797-43c3-8596-1deab70c2161,Yusuf Syaibani 07,https://play-lh.googleusercontent.com/a/ACg8ocKz4nvKD-XhjE09FhQcg-Rec5g6ulCii3FZna_39ZSwbLeKGQ=mo,bagus sangat membantu,5,0,4.8.0,2025-10-08 04:31:47,"Hi Kak Yusuf,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 04:43:34,4.8.0
d884cfa5-c1f6-4072-aed9-4993b701c89c,Harianto 6622,https://play-lh.googleusercontent.com/a/ACg8ocL50x5ZLy011wRfAze8sbvfGyDpoUZ9YgmW0Bg7ssDHp60Pyg=mo,solusi terbaik kebutuhan,4,0,4.8.0,2025-10-08 03:49:35,"Hi Kak Harianto,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 04:03:42,4.8.0
028e6370-19b7-41fb-b97a-5e7a178200e4,Smdg H,https://play-lh.googleusercontent.com/a/ACg8ocKVSS6SWWxjxpj0DhENKjzqO2WHRxzrMJRDWDLYg3ZjMwapEg=mo,keren,5,0,,2025-10-08 03:41:38,"Hi Kak Smdg,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 04:03:38,
c1e37c42-0ac2-4741-9f6a-16e657275c11,Marni Marni,https://play-lh.googleusercontent.com/a/ACg8ocK8EWwa11MeYGKINrJ044qgtZ4yPd9GOaJGSEazt2pxVXySLg=mo,apakah 17+ bisa kak mengajukan pinjaman,5,0,,2025-10-08 03:40:32,"Hi Kak Marni,

Maaf atas kendalanya. Jika yang dimaksud pinjaman dana tunai KrediFazz dapat diajukan oleh akun aktif dengan fitur Basic, Premium, & Premium Plus. Salah satu syarat pendaftaran akun Kredivo, berusia antara 18 hingga 60 tahun. Pastikan memenuhi persyaratan terlebih dahulu ya. Info lanjut, hubungi 08041573348.

Salan hangat, Yana",2025-10-08 08:55:27,
cf0b4e0d-1fbe-428f-8b02-8298c457b94e,Maidina Abadi,https://play-lh.googleusercontent.com/a/ACg8ocJl5qwnSAtVxjyalSSK1w7vVELi9EKUdQuyBFm2h6Ps60yAjg=mo,limit nya ga naik naik padhal bayar nyaaa sebelum jatoh tempo,5,0,4.8.0,2025-10-08 03:23:51,"Hi Kak Maidina,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 03:43:39,4.8.0
45fe02d7-1dee-492b-ad8c-a7af98032fdf,Khaerul Anwar123,https://play-lh.googleusercontent.com/a/ACg8ocLKkpgBHMavl-hEyG5lKD0hN-rogQ601Z4v6nfWYg_R3lksxg=mo,baru pertama instal kalau berhasil tak kasih bintang 5,4,0,4.8.0,2025-10-08 03:10:36,"Hi Kak Khaerul,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 03:33:32,4.8.0
29ac7b2c-d9bb-44ee-99fc-05febcbae8f7,Nuraiinii,https://play-lh.googleusercontent.com/a/ACg8ocKsBBcmgg-seAYAf6hPB1JJJUzraJqxWnvSETYNNSHrmVCZmg=mo,Biarkan Bintang yg berbicara,5,0,4.8.0,2025-10-08 03:00:50,"Hi Kak Nuraiinii,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 03:13:37,4.8.0
d3826471-ab34-4f7e-858d-a0547d6ac42e,Ferry Juliansyah,https://play-lh.googleusercontent.com/a/ACg8ocJ0GmlUFXyz6Gz9KVTn0sTbFVzGCVQjQpgdTISj5hv1UDtQYQ=mo,Aplikasi yang bagus dan sangat membantu,5,0,3.2.0,2025-10-08 02:56:02,"Hi Kak Ferry,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 03:13:35,3.2.0
8f6c1890-6f00-45b7-bf7e-5299fad3ca2c,ali setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjXSmvam6Ka6egr0Di6_sPRSOulRwAepRL8rtLUbrwVQmXRcIyLW,"sangat membantu, low bisa tenornya di bikin 6 bulan.",5,0,4.8.0,2025-10-08 02:50:19,"Hi Kak ali,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 03:03:42,4.8.0
943dc29d-2873-481e-9b00-02f251e3e4bc,SUPRIYADI YADI,https://play-lh.googleusercontent.com/a-/ALV-UjVfmqhEuNeD3Gvwj4JpYP0CIgaCsjgPc7ipdrEWKCLmgi0-7sk,baik,5,0,4.7.0,2025-10-08 02:32:34,"Hi Kak SUPRIYADI,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 02:54:38,4.7.0
b1a5a58e-2aa6-4da4-a8b9-110c8893c471,Nandang Hakiki,https://play-lh.googleusercontent.com/a-/ALV-UjV983FgAOKTIlWQt0FI0lnNoEGNAp8yzoZ4MV3Gd291KfIys-Ip,oke,4,0,4.8.0,2025-10-08 02:11:55,"Hi Kak Nandang,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 02:33:30,4.8.0
7fcc2515-b8ab-4f1d-87b3-af83e3fa23d3,Muhammad Hidayat,https://play-lh.googleusercontent.com/a/ACg8ocImCjiy_2GO7191nLczSqEzUTUKLLJaCEAFPky7futvCQsFLQ=mo,kenapa harga daftar token tidak sesuai dengan tagihan ???,1,0,,2025-10-08 02:00:07,"Hi Kak Hidayat,

Mohon maaf atas ketidaknyamanannya. Jika Kakak memiliki kendala atau pertanyaan seputar aplikasi Kredivo, silakan hubungi tim support Kredivo melalui nomor layanan 08041573348, email ke support@kredivo.com dan layanan live chat pada aplikasi (Setiap hari Senin-Minggu pukul 08.00 - 22.00 WIB).

Salam hangat, Garu",2025-10-08 08:24:16,
43c47f99-b7d5-4aff-8cb2-eadc95add24c,kadukelong official,https://play-lh.googleusercontent.com/a-/ALV-UjW7z1Bbl4_6PBf8WazBzmFIkCKTE3doyvZx-0tAGgVBcPfXxHw,menggunakan limit di tolak terus..,3,0,4.8.0,2025-10-08 01:57:00,"Hi Kak kadukelong,

Maaf atas kendalanya. Apabila pendaftaran, upgrade akun premium atau pengajuan kenaikan limit belum disetujui, silakan mengajukan kembali 3 bulan ke depan, dengan senang hati kami akan meninjau ulang pengajuan Kakak.

Salam Hangat,
Dina",2025-10-08 02:23:33,4.8.0
2823a63b-c1a9-4196-86e9-1112183aa7c0,fiki hadi saputra,https://play-lh.googleusercontent.com/a-/ALV-UjVXWN74-szq3tlfNZRbKAwv4kucD7qudnSv5xp_Rlgx5PoDNnD7,saran untuk bisa menambahkan fitur simulasi pinjaman untuk membeli suatu barang dengan kredit,3,0,4.7.0,2025-10-08 01:56:40,"Hi Kak fiki,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 02:13:28,4.7.0
0d20126b-3dcc-48ca-91de-6be1c31a8714,Dodi Permana,https://play-lh.googleusercontent.com/a-/ALV-UjWxkhEp8NuXR0TYgKi_ItMoUhLeL4hkSQHvjSgi4jOEagaRovU,sangat membantu,4,0,4.8.0,2025-10-08 01:56:19,"Hi Kak Dodi,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 02:13:31,4.8.0
efc33e05-19b0-44df-8f3f-6bdf726aa332,Dedesurya Dede,https://play-lh.googleusercontent.com/a/ACg8ocLTxlRGmwu3sX3E4G_txIwemGk2_dMPbL179CcllFHRLy1jCQ=mo,cek klu bagus saya lanjut tergantung pelayanannya,4,0,,2025-10-08 01:45:41,"Hi Kak Dedesurya,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 02:03:40,
5a02e10f-175c-4a3a-a0cb-defeb3628686,Andika Firamel,https://play-lh.googleusercontent.com/a/ACg8ocJimcDTxj32zkvCxLhhP5imdWsF-RjmuCWjcU2JkTidSZjzTNA=mo,buruk,1,0,4.8.0,2025-10-08 01:40:15,"Hi Kak Andika,

Maaf atas kendalanya, Kredimin sedih nih kalo di kasih review jelek. Untuk penjelasan lebih lengkap terkait kendala Kakak, silakan hubungi tim support Kredivo melalui nomor layanan 08041573348, email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 01:53:37,4.8.0
072dd664-ea1a-47e1-bc0f-73ff09bcb432,aisyah rafai,https://play-lh.googleusercontent.com/a-/ALV-UjWBOT9MLG32PBKt9VOa7R3_ukkELcH14O4n_dYTYQo_w5-oajfo,kanapa kok gk bisa blik token listrik ya min asik dlam perbaikan aja....,5,0,4.8.0,2025-10-08 01:31:12,"Hi Kak Aisyah,

Mohon maaf atas ketidaknyamanannya. Jika Kakak memiliki kendala atau pertanyaan seputar transaksi pln, silakan hubungi tim support Kredivo melalui nomor layanan 08041573348, email ke support@kredivo.com dan layanan live chat pada aplikasi (Setiap hari Senin-Minggu pukul 08.00 - 22.00 WIB).

Salam hangat, Garu",2025-10-08 08:29:56,4.8.0
5bf88559-6a63-425c-9c6d-4c1a787ad361,munira Munira,https://play-lh.googleusercontent.com/a/ACg8ocLok1SgOBMKzXIDUmyNrivSSVkH5mf80bDefcAxmmgLXAFw4A=mo,sangat memuaskan bunganya kecil,5,0,4.8.0,2025-10-08 01:26:32,"Hi Kak munira,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 01:43:33,4.8.0
1b8e80e3-611f-45f4-ab06-d84e60aa39f2,Fernandez Doni,https://play-lh.googleusercontent.com/a/ACg8ocJknd8hkCq0OvM68u4svSrvJW3CR8loVzAOxSzlBfvidchEXg=mo,mantaaaappppp brooooo,5,0,,2025-10-08 01:21:53,"Hi Kak Fernandez,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 01:43:37,
3eea74e8-9d03-4121-bdbd-e0f43afa75c6,Delima Zebua,https://play-lh.googleusercontent.com/a-/ALV-UjWK2TJvpEtwapqS1vhtgFpFKyBUEzuvFqKKNIKyjb4n-oFdPS0,Aplikasi yang tidak berguna,1,0,4.8.0,2025-10-08 01:14:49,"Hi Kak Delima,

Maaf atas ketidaknyamanannya. Apabila Kakak memiliki kendala silakan informasikan lebih lanjut dengan menghubungi tim support Kredivo di nomor 08041573348, email ke support@kredivo.com atau layanan live chat pada aplikasi. Dengan senang hati kami akan membantu.

Salam hangat, Garu",2025-10-08 08:33:01,4.8.0
7cd4ea45-4ce7-468b-b773-fb8390d1ba13,Vidi Formosa,https://play-lh.googleusercontent.com/a/ACg8ocIw5h7GID0yPE9a7fXRKfSk-WG4qr8nfCLcNnyajLEE0mPXVQ=mo,lumayan,3,0,4.7.0,2025-10-08 01:05:02,"Hi Kak Vidi,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 01:23:41,4.7.0
a35c9884-c5ad-458f-9a1a-4db73d29d0c4,Rijal Saputra,https://play-lh.googleusercontent.com/a/ACg8ocLqqwJiiKxXZrXVZMKoXkUGXkeiuj3aablpgkq9xm4J0emN_w=mo,mantap,5,0,4.8.0,2025-10-08 00:59:01,"Hi Kak Rijal,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 01:23:44,4.8.0
b176bb62-8050-4248-8375-815a0a5179d0,Halimatus Sadiah,https://play-lh.googleusercontent.com/a/ACg8ocKVePH-rGWb93P4Mt-WZVnKJUFUD-fIi6egJziBujSLhCHb7A=mo,puas bgt guys...,5,0,4.8.0,2025-10-08 00:58:34,"Hi Kak Halimatus,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 01:23:37,4.8.0
68ed3f17-bad9-4145-9dad-7f7a6a62719d,Adam Vikriirawan,https://play-lh.googleusercontent.com/a/ACg8ocL_rqtIvkXVlDnEAcHK72Jc34TzX65de3YKR8LlT0NzdtTl-w=mo,SANGAT MEMBANTU,5,0,4.8.0,2025-10-08 00:53:12,"Hi Kak Adam,

Terima kasih atas ratingnya :). Semoga Kredivo dapat memberikan kemudahan dan kenyamanan pembayaran transaksi Kakak. Jika memiliki kendala, silakan hubungi customer support di 08041573348 atau email ke support@kredivo.com menggunakan email yang terdaftar dan layanan live chat pada aplikasi.

Salam hangat,
Dina",2025-10-08 01:13:45,4.8.0
